V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V13,V19,V22,V30,V33,V35,V36,V40,V41,V42,V43,V45,V47,V50,V51,V52,V59,V63,V72,V75,class
1.0,188.0,81.0,5,113.0,9.0,13.0,9,357.0,1.0,5,7.0,7,2,1,0,9,8,1.0,2,8.0,0.0,1,10,10.0,0,1,0.0,5,4,9,1
2.0,0.0,1.0,1,2.0,2.0,13.0,2,9.0,1.0,6,0.0,7,2,1,3,9,6,10.0,3,3.0,137.0,6,10,24.0,9,1,2.0,6,17,11,0
0.0,2.0,11.0,3,5761.0,68.0,2.0,4,20.0,0.0,2,3.0,4,2,0,0,9,1,2.0,3,11.0,0.0,1,5,3.0,1,0,7.0,6,3,3,0
0.0,10.0,4.0,8,1408.0,113.0,2.0,28,273.0,0.0,2,20.0,4,2,0,3,9,6,6.0,2,0.0,61.0,1,3,208.0,0,0,9.0,5,2,16,1
3.0,0.0,9.0,9,10.0,10.0,61.0,15,72.0,2.0,26,9.0,7,2,1,3,8,9,33.0,1,24.0,8.0,1,10,50.0,0,1,1.0,7,8,0,0
1.0,2.0,10.0,5,390.0,5.0,1.0,6,5.0,1.0,1,5.0,4,2,7,1,5,7,13.0,3,8.0,54.0,4,5,2.0,0,0,0.0,8,3,0,1
2.0,2.0,2.0,3,7.0,3.0,33.0,4,54.0,1.0,9,3.0,7,2,1,2,9,1,4.0,3,20.0,5.0,8,8,1.0,1,0,86.0,4,3,0,0
9.0,325.0,16.0,4,5.0,0.0,33.0,30,80.0,2.0,7,0.0,6,2,1,3,9,6,113.0,1,3.0,22.0,8,5,0.0,5,0,38.0,7,1,0,0
1.0,8.0,24.0,19,1126.0,77.0,36.0,35,380.0,0.0,3,27.0,7,2,1,2,9,1,13.0,2,1.0,6.0,1,5,1.0,1,1,6.0,6,2,0,0
2.0,1.0,11.0,13,7.0,1.0,3.0,13,74.0,2.0,3,1.0,7,2,1,2,1,8,3.0,0,3.0,10.0,1,10,5.0,1,1,2.0,1,3,3,0
2.0,0.0,35.0,10,1349.0,49.0,10.0,33,52.0,1.0,4,10.0,7,2,1,2,9,8,0.0,3,12.0,17.0,1,5,5.0,2,1,7.0,1,0,0,1
0.0,180.0,3.0,4,1644.0,107.0,3.0,27,61.0,0.0,1,4.0,4,2,0,3,9,6,13.0,2,6.0,29.0,0,5,3.0,5,0,13.0,6,0,0,1
10.0,1.0,2.0,2,947.0,53.0,39.0,45,53.0,1.0,4,2.0,4,2,1,3,8,8,19.0,0,4.0,116.0,1,3,23.0,3,0,0.0,6,2,2,1
3.0,11.0,11.0,9,944.0,10.0,4.0,19,21.0,1.0,2,9.0,7,2,1,1,8,6,26.0,1,1.0,68.0,1,5,43.0,0,0,2.0,6,2,1,1
3.0,40.0,10.0,6,21.0,6.0,3.0,6,6.0,1.0,1,6.0,7,2,0,1,9,6,0.0,1,10.0,516.0,6,8,6.0,0,1,547.0,4,0,3,0
0.0,1.0,2.0,5,1307.0,92.0,1.0,31,27.0,0.0,1,14.0,3,2,3,1,9,6,0.0,2,0.0,108.0,1,5,10.0,1,2,4.0,6,5,1,0
8.0,112.0,4.0,3,24.0,4.0,8.0,5,3.0,1.0,1,3.0,4,2,1,1,8,8,9.0,1,3.0,73.0,1,5,0.0,3,0,4.0,8,2,0,0
27.0,1.0,7.0,0,2.0,0.0,70.0,1,35.0,2.0,9,0.0,9,2,4,2,9,9,2.0,2,0.0,9.0,7,3,0.0,7,0,0.0,8,0,10,0
0.0,85.0,4.0,4,3971.0,89.0,21.0,12,76.0,0.0,2,4.0,7,2,3,3,1,7,2.0,3,0.0,32.0,1,5,10.0,6,1,3.0,6,14,1,0
1.0,55.0,34.0,12,2.0,3.0,2.0,11,1299.0,1.0,2,3.0,7,2,1,0,8,6,174.0,3,19.0,659.0,7,3,2.0,0,1,0.0,5,1,10,1
2.0,2.0,29.0,28,226.0,70.0,2.0,41,63.0,1.0,1,28.0,3,2,0,0,9,6,1.0,0,1.0,5.0,8,8,2.0,0,0,5.0,6,1,5,1
1.0,50.0,10.0,3,0.0,0.0,7.0,4,80.0,1.0,3,0.0,4,2,1,3,8,1,1.0,3,2.0,9.0,1,3,0.0,0,0,4.0,6,1,0,1
3.0,642.0,1.0,5,14.0,4.0,14.0,6,19.0,1.0,3,3.0,7,2,6,3,9,6,0.0,2,11.0,11.0,8,5,2.0,1,0,0.0,7,2,1,1
1.0,19.0,13.0,10,2.0,10.0,20.0,10,272.0,1.0,9,10.0,7,2,1,3,9,6,30.0,1,30.0,37.0,0,7,0.0,0,1,1.0,6,1,6,0
0.0,201.0,3.0,17,1992.0,154.0,1.0,16,120.0,0.0,1,44.0,9,2,1,3,9,6,1.0,1,16.0,45.0,1,3,29.0,4,1,15.0,6,1,1,0
1.0,35.0,3.0,8,158.0,18.0,1.0,9,9.0,1.0,1,8.0,4,2,1,3,9,7,1.0,2,3.0,112.0,3,8,0.0,1,0,3.0,6,16,3,1
2.0,4.0,29.0,7,5.0,3.0,2.0,7,4.0,1.0,1,3.0,7,2,0,3,9,6,6.0,0,0.0,3.0,8,8,0.0,5,1,0.0,12,1,2,0
0.0,1.0,20.0,15,2839.0,29.0,4.0,17,33.0,0.0,2,15.0,6,2,1,2,9,6,29.0,1,0.0,77.0,7,8,0.0,6,1,1.0,4,1,2,1
0.0,36.0,36.0,22,2517.0,51.0,2.0,22,26.0,0.0,1,23.0,4,2,7,3,1,9,28.0,0,13.0,38.0,1,8,12.0,0,1,3.0,9,4,7,0
0.0,12.0,3.0,3,5821.0,602.0,180.0,13,1210.0,0.0,8,3.0,7,2,6,3,9,8,3.0,3,15.0,5.0,1,5,0.0,1,1,287.0,6,9,4,1
0.0,2.0,17.0,16,1673.0,42.0,23.0,37,387.0,0.0,9,17.0,5,2,1,3,9,8,1.0,3,15.0,5.0,1,3,9.0,31,0,8.0,7,1,0,0
1.0,0.0,176.0,20,836.0,56.0,1.0,28,29.0,1.0,1,21.0,7,2,7,1,9,6,13.0,2,10.0,158.0,4,5,6.0,4,0,2.0,6,1,2,1
1.0,0.0,55.0,5,803.0,57.0,15.0,28,89.0,1.0,7,17.0,7,2,1,1,9,8,5.0,1,1.0,56.0,1,8,1.0,4,0,0.0,6,0,1,0
0.0,0.0,2.0,2,2067.0,28.0,9.0,11,261.0,0.0,5,2.0,4,2,1,3,9,6,3.0,1,0.0,435.0,1,10,0.0,4,0,41.0,6,14,1,1
0.0,21.0,25.0,2,1435.0,11.0,85.0,11,497.0,0.0,20,2.0,3,2,1,1,9,8,8.0,3,5.0,0.0,4,8,4.0,1,1,32.0,6,4,10,0
1.0,0.0,5.0,12,1052.0,27.0,10.0,43,270.0,1.0,8,12.0,7,2,1,3,1,1,9.0,0,15.0,45.0,1,5,0.0,0,1,26.0,8,1,1,0
0.0,-1.0,35.0,4,6121.0,2068.0,1.0,13,103.0,0.0,1,4.0,7,2,6,3,9,6,0.0,1,17.0,1.0,3,5,5.0,0,1,5.0,6,1,8,1
1.0,30.0,2.0,2,36.0,2.0,1.0,2,2.0,1.0,1,2.0,7,2,2,3,9,7,13.0,3,25.0,0.0,7,3,0.0,4,1,7.0,6,0,4,0
0.0,1.0,1.0,0,6658.0,190.0,4.0,10,96.0,0.0,1,1.0,7,2,6,2,9,6,38.0,1,2.0,80.0,1,8,23.0,29,0,0.0,6,2,17,1
7.0,16.0,2.0,2,1162.0,65.0,18.0,2,130.0,1.0,3,2.0,7,2,1,2,9,1,50.0,3,0.0,507.0,1,5,1.0,0,1,204.0,6,1,2,0
9.0,8.0,4.0,8,144.0,11.0,9.0,7,8.0,1.0,1,8.0,4,2,1,3,9,6,2.0,3,6.0,69.0,0,8,1161.0,2,0,0.0,6,3,0,0
0.0,33.0,24.0,5,3695.0,81.0,1.0,18,32.0,0.0,1,6.0,9,2,7,0,9,7,6.0,3,4.0,51.0,1,8,111.0,1,0,10.0,7,1,0,1
0.0,65.0,10.0,10,2943.0,22.0,2.0,11,23.0,0.0,1,10.0,4,2,0,2,9,6,0.0,3,29.0,37.0,1,3,42.0,0,0,76.0,7,4,3,0
1.0,371.0,5.0,9,46.0,10.0,1.0,9,9.0,1.0,1,9.0,7,2,7,0,9,7,3.0,2,12.0,512.0,6,8,0.0,29,0,70.0,6,5,2,0
1.0,1.0,19.0,4,12.0,4.0,1.0,4,6.0,1.0,1,2.0,3,2,3,2,8,6,1.0,2,9.0,54.0,1,3,2.0,6,1,5.0,6,3,0,1
0.0,4.0,2.0,4,2966.0,86.0,17.0,13,201.0,0.0,9,4.0,4,2,1,3,9,7,29.0,3,4.0,2.0,8,8,18.0,1,0,13.0,7,18,0,0
8.0,-1.0,96.0,38,46.0,40.0,8.0,39,38.0,1.0,1,38.0,3,2,4,2,8,1,22.0,3,4.0,13.0,0,8,40.0,3,1,9.0,6,1,1,1
4.0,33.0,10.0,0,2.0,0.0,31.0,0,1.0,1.0,3,0.0,3,2,1,2,8,6,77.0,3,2.0,45.0,1,8,7.0,0,0,4.0,4,12,1,0
0.0,0.0,2.0,4,1723.0,19.0,16.0,6,322.0,0.0,7,4.0,3,2,1,3,9,4,3.0,3,1.0,135.0,0,10,39.0,3,0,2.0,8,2,5,1
2.0,4.0,3.0,4,1.0,3.0,11.0,49,257.0,2.0,6,3.0,7,2,4,3,9,6,174.0,3,5.0,21.0,1,10,1.0,3,0,2.0,8,0,2,0
0.0,23.0,3.0,4,7286.0,337.0,13.0,4,1892.0,0.0,4,4.0,7,2,1,1,1,8,0.0,2,0.0,51.0,4,8,3.0,9,0,12.0,6,5,2,1
10.0,11.0,4.0,1,696.0,3.0,11.0,1,1.0,1.0,2,1.0,9,2,4,0,9,6,7.0,3,5.0,59.0,5,8,0.0,3,0,11.0,6,2,0,1
1.0,0.0,3.0,4,208.0,7.0,4.0,12,19.0,1.0,2,4.0,7,2,0,3,9,1,5.0,2,15.0,38.0,8,5,1.0,1,0,4.0,7,1,4,1
1.0,1.0,3.0,3,1156.0,6.0,2.0,3,3.0,0.0,1,3.0,3,2,0,3,9,6,16.0,0,7.0,24.0,8,5,73.0,4,1,0.0,6,2,0,1
8.0,5.0,16.0,13,2.0,6.0,8.0,21,13.0,1.0,1,6.0,4,2,1,2,9,6,3.0,1,33.0,3.0,7,10,12.0,3,1,17.0,6,0,0,0
3.0,0.0,5.0,2,1382.0,6.0,7.0,2,5.0,0.0,2,2.0,9,2,1,0,9,6,2.0,0,11.0,231.0,4,8,7.0,2,1,20.0,6,1,4,0
1.0,1.0,12.0,0,4.0,0.0,1.0,1,0.0,1.0,1,0.0,4,2,5,0,8,7,14.0,1,25.0,11.0,1,8,22.0,0,0,0.0,5,1,4,0
4.0,0.0,25.0,10,812.0,37.0,14.0,15,103.0,1.0,4,10.0,7,2,1,2,9,4,7.0,0,41.0,26.0,0,5,1.0,1,1,1.0,6,14,4,0
8.0,7.0,16.0,14,4.0,11.0,8.0,19,21.0,2.0,2,11.0,7,2,1,1,9,6,4.0,3,2.0,82.0,0,5,5.0,3,0,2.0,1,17,0,0
0.0,1.0,2.0,18,1935.0,415.0,23.0,18,311.0,0.0,6,18.0,0,2,3,0,9,9,6.0,3,29.0,348.0,1,8,0.0,18,1,292.0,2,1,0,1
2.0,28.0,2.0,4,2.0,4.0,2.0,4,4.0,1.0,1,4.0,9,2,1,3,9,6,595.0,3,28.0,35.0,1,10,35.0,0,1,1.0,6,5,4,0
0.0,-1.0,28.0,11,1329.0,45.0,115.0,34,1171.0,0.0,19,18.0,9,2,6,0,9,6,33.0,3,2.0,1.0,0,3,7.0,0,1,18.0,6,6,2,0
1.0,1.0,4.0,4,2.0,1.0,1.0,4,6.0,1.0,1,1.0,4,2,1,3,1,1,12.0,1,0.0,7.0,8,8,8.0,5,0,9.0,1,1,1,0
0.0,-1.0,1.0,4,1432.0,5.0,7.0,8,31.0,0.0,3,4.0,3,2,1,3,9,7,4.0,0,4.0,30.0,8,8,133.0,1,1,4.0,2,1,1,0
25.0,150.0,7.0,4,1196.0,4.0,29.0,3,20.0,1.0,2,4.0,6,2,4,2,7,6,10.0,1,49.0,0.0,6,8,4.0,8,3,1.0,6,1,1,1
0.0,1107.0,3.0,3,1159.0,74.0,161.0,30,184.0,0.0,20,3.0,7,2,1,3,9,6,0.0,1,0.0,321.0,0,3,30.0,2,1,16.0,6,2,4,0
0.0,17.0,6.0,2,2302.0,55.0,1.0,31,50.0,0.0,1,2.0,3,2,7,0,9,7,2.0,1,0.0,52.0,1,8,7.0,3,2,4.0,2,1,1,0
0.0,16.0,1.0,15,4361.0,68.0,9.0,24,108.0,0.0,2,21.0,7,2,3,3,9,6,107.0,3,7.0,23.0,0,10,0.0,8,1,6.0,2,0,6,1
1.0,58.0,5.0,3,8.0,3.0,1.0,2,3.0,1.0,1,3.0,7,2,1,1,9,7,1.0,3,2.0,71.0,1,5,103.0,2,1,18.0,2,2,2,1
3.0,477.0,1.0,1,695.0,1.0,6.0,7,19.0,1.0,2,1.0,7,2,1,3,9,7,1.0,0,12.0,3.0,8,8,11.0,1,1,2.0,1,2,1,0
1.0,306.0,4.0,4,4.0,0.0,52.0,14,311.0,1.0,6,0.0,4,2,1,2,8,1,6.0,1,2.0,63.0,1,5,4.0,1,0,97.0,7,0,0,0
0.0,181.0,2.0,2,1395.0,67.0,4.0,39,36.0,0.0,1,2.0,7,2,1,2,1,8,6.0,3,4.0,32.0,1,5,5.0,0,0,3.0,6,8,1,0
1.0,1.0,43.0,12,12.0,11.0,3.0,6,58.0,1.0,2,10.0,7,2,0,0,9,6,0.0,3,6.0,38.0,0,8,3.0,1,0,0.0,6,0,1,0
0.0,3.0,6.0,6,6147.0,188.0,10.0,6,92.0,0.0,2,6.0,6,2,1,3,9,6,8.0,2,2.0,18.0,1,10,5.0,2,0,3.0,7,6,0,1
0.0,659.0,0.0,7,15809.0,2378.0,5.0,0,523.0,0.0,3,7.0,7,2,1,3,1,7,0.0,0,12.0,11.0,6,7,0.0,1,1,12.0,2,8,31,1
5.0,621.0,15.0,44,230.0,51.0,5.0,44,44.0,1.0,1,44.0,7,2,6,3,9,1,7.0,1,4.0,11.0,1,8,11.0,0,2,20.0,7,1,3,1
6.0,0.0,7.0,3,244.0,44.0,6.0,8,8.0,1.0,1,3.0,7,2,1,0,9,4,11.0,1,0.0,79.0,5,7,9.0,2,0,10.0,6,1,2,1
0.0,1.0,31.0,5,1357.0,408.0,8.0,35,211.0,0.0,5,5.0,4,2,1,2,5,6,2.0,1,2.0,52.0,1,3,1.0,3,1,13.0,6,0,1,1
5.0,342.0,1.0,1,1219.0,54.0,36.0,21,140.0,1.0,7,1.0,7,2,1,0,9,8,2.0,1,4.0,60.0,1,8,0.0,1,1,2.0,2,0,2,1
3.0,130.0,4.0,4,1379.0,8.0,3.0,8,7.0,1.0,1,4.0,3,2,0,0,9,7,2.0,3,1.0,5.0,7,3,2.0,1,1,102.0,7,4,3,1
34.0,1.0,92.0,10,28.0,7.0,137.0,33,107.0,1.0,43,7.0,3,2,3,1,9,6,6.0,2,0.0,36.0,1,7,20.0,3,1,4.0,6,0,8,1
0.0,218.0,3.0,3,1190.0,8.0,1.0,9,8.0,0.0,1,3.0,5,2,7,1,9,7,4.0,3,5.0,26.0,1,6,9.0,0,0,2.0,2,3,0,1
0.0,15.0,1.0,1,4308.0,190.0,136.0,44,243.0,0.0,13,1.0,7,2,1,3,9,8,5.0,0,38.0,21.0,1,5,6.0,0,0,15.0,1,0,1,0
0.0,34.0,1.0,1,16287.0,304.0,1.0,9,39.0,0.0,1,1.0,4,2,7,3,9,6,74.0,2,7.0,14.0,1,10,3.0,0,0,0.0,6,0,1,0
11.0,1.0,1.0,5,600.0,13.0,69.0,15,248.0,2.0,11,5.0,7,2,1,2,9,6,4.0,3,12.0,321.0,5,10,111.0,2,1,0.0,6,2,1,0
0.0,7.0,34.0,2,10379.0,164.0,4.0,2,17.0,0.0,1,2.0,3,2,1,2,1,11,17.0,3,45.0,30.0,0,8,0.0,1,1,2.0,6,1,6,1
13.0,1.0,43.0,39,5.0,34.0,17.0,46,99.0,2.0,5,34.0,4,2,1,0,9,6,0.0,1,32.0,16.0,5,3,0.0,3,2,4.0,8,5,6,0
0.0,229.0,13.0,1,2083.0,145.0,4.0,39,66.0,0.0,1,18.0,5,2,1,1,5,4,0.0,3,3.0,0.0,1,3,38.0,0,4,0.0,6,1,1,0
0.0,3.0,1.0,20,4308.0,77.0,11.0,3,434.0,0.0,4,20.0,7,2,1,0,1,6,15.0,3,6.0,14.0,1,3,3.0,4,1,4.0,6,3,1,1
1.0,0.0,270.0,12,283.0,60.0,106.0,25,330.0,1.0,9,27.0,7,2,1,0,9,6,0.0,3,12.0,18.0,8,5,40.0,0,1,0.0,8,6,19,1
0.0,116.0,4.0,3,1061.0,274.0,5.0,15,119.0,0.0,3,11.0,4,2,1,0,9,8,1.0,1,3.0,25.0,8,8,0.0,1,1,8.0,7,0,1,1
2.0,0.0,3.0,5,2.0,1.0,2.0,5,5.0,1.0,1,1.0,7,2,0,3,9,7,29.0,2,2.0,25.0,8,3,10.0,0,1,46.0,6,21,2,0
0.0,56.0,11.0,4,10.0,18.0,13.0,4,15.0,0.0,2,3.0,7,2,4,2,1,8,7.0,2,0.0,64.0,6,3,10.0,2,0,20.0,7,7,2,0
0.0,2.0,8.0,2,5005.0,61.0,2.0,37,61.0,0.0,1,2.0,7,2,0,1,9,2,1.0,1,33.0,13.0,6,5,2.0,1,1,8.0,6,1,0,1
10.0,985.0,17.0,2,14.0,0.0,69.0,6,59.0,2.0,9,0.0,7,2,6,2,9,8,15.0,1,0.0,144.0,1,8,9.0,0,2,2.0,6,2,1,0
0.0,0.0,2.0,1,1974.0,100.0,6.0,5,145.0,0.0,2,1.0,7,2,1,2,9,8,0.0,2,38.0,2.0,1,3,6.0,3,3,5.0,6,4,4,0
0.0,32.0,1.0,12,328.0,146.0,4.0,31,455.0,0.0,4,20.0,4,2,1,3,8,6,2.0,0,35.0,51.0,0,8,1.0,2,0,87.0,7,1,4,1
1.0,20.0,5.0,10,1124.0,92.0,1.0,43,67.0,1.0,1,10.0,7,2,1,0,9,8,38.0,3,3.0,73.0,8,3,0.0,6,1,1.0,4,2,1,1
3.0,20.0,17.0,26,5.0,10.0,3.0,25,26.0,1.0,1,9.0,4,2,6,0,9,6,29.0,0,0.0,195.0,1,10,140.0,0,0,7.0,6,1,1,0
6.0,1.0,1.0,13,1260.0,13.0,127.0,2,78.0,1.0,18,13.0,3,2,1,3,1,9,70.0,3,16.0,5.0,5,7,0.0,1,0,26.0,8,1,8,0
0.0,76.0,3.0,4,1899.0,95.0,14.0,8,384.0,0.0,7,4.0,0,2,1,3,9,7,269.0,3,9.0,48.0,8,3,3.0,0,1,1.0,8,1,2,0
22.0,0.0,3.0,0,24.0,0.0,22.0,0,0.0,1.0,1,0.0,3,2,1,2,9,6,19.0,1,11.0,361.0,1,8,33.0,0,1,9.0,6,1,1,0
0.0,1.0,5.0,5,3011.0,468.0,22.0,31,520.0,0.0,4,9.0,3,2,1,3,9,6,1.0,2,17.0,1.0,1,10,0.0,7,1,0.0,11,3,2,1
0.0,1.0,1.0,2,29355.0,454.0,0.0,4,127.0,0.0,0,2.0,4,2,1,3,9,6,0.0,1,0.0,565.0,3,5,3.0,1,0,4.0,1,1,21,1
4.0,5.0,4.0,5,37.0,0.0,7.0,5,16.0,1.0,3,0.0,4,2,1,0,9,8,6.0,3,27.0,2.0,8,8,38.0,4,2,14.0,7,0,3,1
3.0,98.0,49.0,15,629.0,113.0,5.0,33,63.0,1.0,2,23.0,7,2,1,1,9,6,2.0,2,3.0,123.0,1,5,4.0,0,1,14.0,8,5,5,1
1.0,3.0,4.0,1,1452.0,35.0,2.0,4,4.0,0.0,1,1.0,7,2,0,0,9,6,8.0,1,10.0,1.0,0,10,11.0,2,1,2.0,6,2,6,1
2.0,2999.0,4.0,0,125.0,0.0,3.0,0,0.0,1.0,2,0.0,4,2,0,0,9,6,3.0,0,2.0,2.0,1,5,3.0,1,0,0.0,7,0,2,1
4.0,36.0,60.0,2,2.0,2.0,4.0,2,2.0,1.0,1,2.0,9,2,1,2,9,6,88.0,2,1.0,30.0,1,3,51.0,2,0,2.0,8,6,1,1
5.0,0.0,44.0,10,24.0,26.0,6.0,11,10.0,1.0,2,10.0,7,2,1,1,9,6,2.0,3,2.0,36.0,0,5,157.0,6,1,0.0,6,3,3,0
0.0,0.0,2.0,11,1857.0,41.0,2.0,19,70.0,0.0,2,11.0,7,2,0,3,7,2,11.0,3,33.0,247.0,5,8,14.0,5,0,0.0,8,1,1,1
0.0,5.0,1.0,1,1896.0,21.0,11.0,1,265.0,0.0,1,1.0,3,2,4,3,8,2,7.0,1,5.0,144.0,5,8,0.0,0,0,1.0,7,1,7,1
10.0,0.0,1.0,5,267.0,49.0,10.0,8,15.0,1.0,1,15.0,3,2,1,3,9,6,0.0,3,0.0,3.0,0,5,0.0,6,0,48.0,7,1,1,1
0.0,16.0,1.0,1,7221.0,226.0,10.0,5,43.0,0.0,3,1.0,3,2,1,3,1,7,32.0,2,23.0,31.0,8,3,1.0,19,1,0.0,7,3,1,1
0.0,31.0,26.0,17,2295.0,182.0,10.0,44,219.0,0.0,6,34.0,7,2,1,3,1,7,0.0,0,17.0,9.0,1,10,36.0,1,0,2.0,8,1,1,1
2.0,66.0,9.0,2,1.0,2.0,2.0,2,2.0,1.0,1,2.0,7,2,0,3,8,8,64.0,0,1.0,24.0,1,8,0.0,1,1,33.0,6,1,2,1
0.0,34.0,8.0,5,56.0,39.0,199.0,39,546.0,0.0,38,5.0,3,2,6,2,9,6,1.0,3,6.0,10.0,0,10,16.0,4,0,8.0,6,2,0,1
1.0,1.0,1.0,1,10.0,2.0,1.0,1,1.0,1.0,1,1.0,3,2,7,3,1,7,4.0,3,2.0,62.0,1,8,12.0,13,0,1.0,6,4,0,0
2.0,1.0,10.0,10,138.0,10.0,4.0,15,48.0,1.0,2,10.0,5,2,1,1,1,6,1.0,0,9.0,2.0,7,10,3.0,1,0,1.0,6,2,1,1
2.0,1.0,1.0,0,7.0,1.0,7.0,0,0.0,2.0,3,0.0,7,2,1,3,1,7,1.0,0,5.0,38.0,0,3,6.0,0,1,56.0,6,1,5,0
1.0,23.0,1.0,6,573.0,23.0,14.0,32,361.0,1.0,3,6.0,4,2,4,3,9,7,85.0,3,15.0,54.0,8,0,0.0,2,0,0.0,7,1,1,1
0.0,4.0,2.0,2,12288.0,335.0,1.0,8,89.0,0.0,1,2.0,9,2,7,3,9,6,2.0,2,20.0,4.0,1,3,6.0,5,1,2.0,7,0,12,0
3.0,0.0,82.0,23,28.0,49.0,119.0,29,219.0,1.0,11,23.0,7,2,1,1,9,8,85.0,2,12.0,5.0,2,5,1.0,9,0,16.0,6,0,0,1
6.0,2.0,1.0,4,1.0,1.0,6.0,5,5.0,2.0,2,1.0,3,2,1,2,8,6,2.0,3,35.0,1079.0,1,10,7.0,3,1,6.0,8,3,2,0
0.0,11.0,146.0,16,4328.0,947.0,4.0,28,48.0,0.0,1,20.0,7,2,1,2,9,6,13.0,3,43.0,40.0,1,8,0.0,1,1,69.0,8,6,2,1
1.0,7.0,1.0,50,79.0,69.0,1.0,17,700.0,1.0,1,69.0,4,2,1,0,9,5,9.0,3,16.0,22.0,1,8,0.0,1,0,328.0,6,2,9,1
0.0,2.0,6.0,14,1552.0,43.0,3.0,44,43.0,0.0,1,14.0,4,2,0,3,9,6,1.0,3,7.0,206.0,8,8,110.0,1,2,5.0,7,16,1,0
0.0,10.0,24.0,6,2825.0,27.0,41.0,6,70.0,0.0,5,6.0,4,2,1,2,9,4,1.0,3,25.0,6.0,1,10,11.0,1,0,1.0,6,3,2,1
6.0,12.0,49.0,5,79.0,9.0,23.0,18,63.0,1.0,6,8.0,9,2,1,1,9,6,23.0,1,34.0,119.0,0,3,21.0,6,0,1.0,5,27,1,0
1.0,0.0,5.0,6,1139.0,25.0,8.0,44,165.0,1.0,4,6.0,7,2,1,0,8,6,8.0,3,0.0,0.0,4,0,5.0,12,0,13.0,2,4,0,0
1.0,1.0,1.0,1,1512.0,7.0,23.0,4,22.0,0.0,4,1.0,3,2,1,2,9,8,0.0,0,10.0,24.0,0,3,44.0,0,1,8.0,6,12,0,0
7.0,0.0,5.0,2,5.0,0.0,7.0,2,2.0,1.0,1,0.0,3,2,1,0,1,6,1.0,3,7.0,89.0,5,0,1.0,0,1,0.0,7,1,0,0
0.0,0.0,15.0,3,1285.0,22.0,1.0,17,17.0,0.0,1,3.0,3,2,7,2,9,7,0.0,1,34.0,68.0,1,5,107.0,0,2,9.0,7,1,1,1
9.0,0.0,6.0,6,1107.0,6.0,17.0,10,15.0,1.0,3,6.0,4,2,1,2,8,8,6.0,3,6.0,11.0,8,5,226.0,1,1,117.0,6,0,6,0
1.0,6.0,7.0,4,0.0,1.0,6.0,5,10.0,1.0,2,1.0,7,2,1,3,9,8,1.0,3,36.0,3.0,1,8,10.0,0,0,0.0,6,6,8,0
11.0,1.0,6.0,4,1000.0,4.0,42.0,14,39.0,1.0,3,4.0,4,2,1,2,9,1,0.0,3,3.0,1.0,0,5,3.0,1,2,7.0,7,1,10,1
0.0,1.0,1.0,7,2102.0,102.0,3.0,8,78.0,0.0,1,7.0,7,2,1,1,1,7,0.0,0,18.0,8.0,5,8,4.0,1,1,13.0,7,2,0,1
0.0,0.0,3.0,1,1657.0,33.0,6.0,42,166.0,0.0,4,7.0,7,2,1,1,9,7,1.0,3,2.0,34.0,0,8,4.0,5,0,7.0,6,1,0,1
1.0,260.0,19.0,1,195.0,27.0,1.0,3,3.0,1.0,1,1.0,4,2,1,3,1,8,4.0,3,47.0,81.0,5,3,73.0,2,0,7.0,12,2,18,0
4.0,3.0,14.0,14,106.0,16.0,12.0,16,159.0,1.0,5,16.0,7,2,1,3,9,4,0.0,3,48.0,41.0,1,5,13.0,4,1,0.0,6,3,3,1
0.0,2.0,34.0,2,6101.0,181.0,33.0,2,140.0,0.0,1,2.0,7,2,1,1,9,6,23.0,3,27.0,1.0,2,3,1.0,2,1,2.0,1,1,1,0
0.0,1.0,57.0,9,1264.0,44.0,2.0,9,31.0,0.0,2,9.0,7,2,0,2,9,7,7.0,1,0.0,69.0,2,3,10.0,0,0,17.0,6,2,1,1
0.0,112.0,19.0,4,1589.0,233.0,37.0,29,297.0,0.0,11,4.0,3,2,4,2,9,7,14.0,2,0.0,45.0,1,3,2.0,3,1,61.0,8,1,0,1
11.0,40.0,1.0,2,793.0,5.0,11.0,8,8.0,1.0,1,2.0,4,2,1,3,1,7,50.0,3,13.0,3416.0,8,8,2.0,0,0,15.0,7,1,0,1
15.0,1.0,1.0,1,1110.0,2.0,15.0,2,2.0,1.0,1,1.0,7,2,1,0,8,7,27.0,2,0.0,17.0,0,3,4.0,0,0,1.0,6,1,0,0
0.0,35.0,2.0,2,4402.0,6.0,5.0,2,5.0,0.0,1,2.0,9,2,1,2,9,6,4.0,2,1.0,2.0,8,8,58.0,7,1,1.0,8,1,1,0
27.0,13.0,275.0,35,1.0,2.0,25.0,33,41.0,1.0,2,2.0,9,2,1,0,9,6,0.0,1,0.0,10.0,5,7,4.0,0,1,90.0,6,1,1,0
1.0,0.0,17.0,24,924.0,24.0,1.0,28,26.0,1.0,1,24.0,4,2,7,3,8,8,0.0,1,26.0,373.0,1,5,74.0,11,0,1.0,6,2,1,0
1.0,18.0,1.0,2,789.0,22.0,6.0,30,105.0,1.0,3,2.0,9,2,1,2,9,1,15.0,0,17.0,0.0,1,0,2.0,1,0,1.0,6,10,2,0
3.0,5.0,8.0,27,822.0,60.0,3.0,23,55.0,1.0,1,50.0,4,2,1,3,9,9,8.0,3,37.0,0.0,1,3,9.0,1,0,12.0,6,0,1,0
